@DeepKum56701693 @madhukishwar one can not hope for better than that .. power of PM but accountablity of no one. wh… https://t.co/ZgR3spDm1O,HarshaHalasur,,[]
@IndianExpress With @myogiadityanath &amp; BJP it becomes 'he claimed' rather than 'he said',warrier_anjana,,[]
"RT @nandinisundar: I stopped voting for the Congress after 1984, but this is an unusual election. Anyone who asks this silly question -  wh…",nadeiim,india,[]
RT @Swamy39: BJP leaders must stop saying publicly that India’s GDP sixth largest in the world. If they do not I will call them illiterates…,shokeenfarmland,,[]
"RT @iShalavbjp: Brother of Late Goa CM and ex-Defense Minister Manohar Parrikar, Suresh Parrikar, runs a humble kirana store near Arpora in…",Prashant1056,Shimla Highlander,[]
"RT @OnlyNakedTruth: Ok folks , time to call Rahul Gandhi's bluff . I will present a factual counter to Mr Rahul Gandhi's claims and accusat…",sid_tripathi91,"Lucknow, India",[]
"RT @RahulGandhi: The North Eastern states face some unique problems when it comes to transportation and connectivity. 

Unlike the BJP, we…",Aastha_INC,"Lucknow, India",[]
RT @csharitha: This duffer lies are never ending. Reality is Modi govt has done alot in just 5 years than what has been done in past 6decad…,twtlikeakhiladi,Hoshiarpur ,[]
"RT @SuryahSG: Frnds, inspired by @muglikar_'s 1 mint videos; I'm making 2 mints videos in Tamil narrating 50 achievements of PM @NarendraMo…",SatishTg1,,[]
"RT @BJP4Arunachal: B FOR BJP KE SAATH

A FOR HAI ARUNACHAL!!

@PemaKhanduBJP @narendramodi @BJP4India @TapirGao @KirenRijiju https://t.co/Y…",msbijni,,[]
"@polimernews Sir,

Don't imagination,

Admk &amp; bjp not win in the election,

Due : after jayalalitha admk government… https://t.co/LDOdSFu3eJ",Sundaramurthyj1,,[]
"RT @Actor_Siddharth: I've spoken out against every major political party when the need arose. But I've only received hate, threats, abuse a…",kadavasach1,India ,[]
"RT @RahulGandhi: The North Eastern states face some unique problems when it comes to transportation and connectivity. 

Unlike the BJP, we…",BijoJAbraham1,"New Friends Colony, New Delhi",[]
"Main Bhi Chowkidaar gains momentum, fans get tattoos to support campaign
https://t.co/yV0Fk4UOPn via NaMo App https://t.co/DUvnvHRqVe",ParambathP,,[]
RT @ShahnawazBJP: Today is the second meeting of BJP Central Election Committee to decide candidates for Lok Sabha Elections. As a member o…,MeghwalVaibhav,,[]
"RT @RahulGandhi: The North Eastern states face some unique problems when it comes to transportation and connectivity. 

Unlike the BJP, we…",satya_u,india,[]
"RT @SouthSanghi: FFS, don’t make another Nagam out of her @AmitShah ji.

She is a proper FIRE BRAND

If you can’t place her above your Namp…",tejareddy_20,"Bengaluru, Karnataka",[]
"RT @republic: #ModiChantSpooksCong | BJP is not able to make in-roads in Karnataka, that is the reason why they are trying all this: Abdul…",prkshshr,,['ModiChantSpooksCong']
"@vinuvjohn LDF has better chances of winning this election, Congress confused party ,BJP trying to mimic centre role but waste of dream.",AbrahamToji,Bahrain,[]
2 rs Stand up comedian is doing Hindu - Muslim and they call BJP communal party.,AkshayKatariyaa,MumBhai/Behengalore INDIA,[]
